Date,Cl,EC,Location,X2,WYT,Month
8/6/2012,58.3866,385.6145833,ONG,78.89,BN,August
12/20/2012,99.805,479.75,ONG,69.84,D,December
12/21/2012,76.26677778,462.8854167,ONG,69.53,D,December
12/22/2012,61.2697,461.53125,ONG,69.06,D,December
12/23/2012,64.47233333,461.9052632,ONG,68.33,D,December
12/24/2012,59.41211111,462.5729167,ONG,67.52,D,December
12/25/2012,62.26811111,460.4166667,ONG,66.67,D,December
12/26/2012,61.93711111,456.4375,ONG,65.8,D,December
12/27/2012,63.949,467.8823529,ONG,65,D,December
1/17/2013,69.88133333,582.8791209,ONG,65.02,D,January
1/18/2013,70.145,600.4255319,ONG,65.37,D,January
2/3/2013,78.23509091,634.9782609,ONG,68.59,D,February
2/4/2013,77.23390909,628.25,ONG,68.74,D,February
2/5/2013,76.90333333,614.0631579,ONG,68.9,D,February
2/6/2013,76.66566667,612.23,ONG,69.03,D,February
2/7/2013,76.94858333,614.1145833,ONG,69.16,D,February
2/8/2013,76.66745455,608.8020833,ONG,69.29,D,February
2/9/2013,75.6708,602.9166667,ONG,69.42,D,February
2/10/2013,76.13616667,606.4895833,ONG,69.55,D,February
2/11/2013,75.64925,598.9487179,ONG,69.63,D,February
2/12/2013,74.57116667,596.7588652,ONG,69.72,D,February
2/13/2013,74.45925,594.8656716,ONG,69.87,D,February
2/14/2013,74.541,595.5543478,ONG,70.04,D,February
2/21/2013,69.2092,498.5609756,ONG,71.22,D,February
2/22/2013,68.75675,501.2395833,ONG,71.4,D,February
2/23/2013,68.23145455,525.03125,ONG,71.65,D,February
2/24/2013,68.03433333,557.9270833,ONG,71.93,D,February
2/25/2013,68.05281818,550.7916667,ONG,72.22,D,February
2/26/2013,67.793,540.5833333,ONG,72.52,D,February
2/27/2013,67.06825,531.2150538,ONG,72.81,D,February
2/28/2013,65.8847,519.6575342,ONG,73.07,D,February
3/1/2013,62.8665,509.7282609,ONG,73.34,D,March
3/2/2013,62.36318182,498.5217391,ONG,73.66,D,March
3/3/2013,62.12258333,487.6421053,ONG,73.99,D,March
3/4/2013,61.62972727,495.6021505,ONG,74.23,D,March
3/5/2013,61.23125,491.8478261,ONG,74.51,D,March
3/6/2013,61.19966667,481.4347826,ONG,74.8,D,March
3/7/2013,60.82063636,480.0652174,ONG,75,D,March
3/8/2013,58.021,485.2765957,ONG,75.25,D,March
3/9/2013,52.6178,481.9891304,ONG,75.42,D,March
3/10/2013,52.188,481.6304348,ONG,75.62,D,March
3/11/2013,52.29585714,481.7263158,ONG,75.77,D,March
3/14/2013,55.0196,486.0326087,ONG,75.53,D,March
3/15/2013,54.90881818,488.5698925,ONG,75.47,D,March
3/16/2013,55.61066667,494.3333333,ONG,75.42,D,March
3/17/2013,55.36425,493.7717391,ONG,75.34,D,March
3/18/2013,53.82790909,481.5978261,ONG,75.28,D,March
3/19/2013,53.920875,483.8,ONG,75.21,D,March
3/20/2013,54.21875,484.2795699,ONG,75.2,D,March
3/21/2013,55.12777778,492,ONG,75.28,D,March
3/22/2013,55.52163636,492.0736842,ONG,75.37,D,March
3/23/2013,54.48683333,482.3548387,ONG,75.37,D,March
3/24/2013,55.79818182,498.7684211,ONG,75.52,D,March
3/25/2013,53.87666667,474.0215054,ONG,75.64,D,March
3/26/2013,52.88390909,479.5052632,ONG,75.75,D,March
3/27/2013,54.813,495.5053763,ONG,75.9,D,March
3/28/2013,56.18227273,496.1098901,ONG,76.16,D,March
3/29/2013,55.66490909,488.2282609,ONG,76.47,D,March
3/30/2013,54.88711111,483.4347826,ONG,76.66,D,March
3/31/2013,53.27745455,470.5434783,ONG,76.56,D,March
4/1/2013,53.77883333,477.6086957,ONG,76.17,D,April
4/2/2013,53.9195,482.7826087,ONG,75.76,D,April
4/3/2013,53.89341667,480.1684211,ONG,75.33,D,April
4/4/2013,64.55411111,487.1354167,ONG,74.9,D,April
4/10/2013,68.65333333,485,ONG,73.56,D,April
4/11/2013,69.16825,485.9157895,ONG,73.47,D,April
4/12/2013,69.665,486.7222222,ONG,73.43,D,April
4/13/2013,68.84966667,486.5157895,ONG,73.43,D,April
4/14/2013,68.91781818,486.5894737,ONG,73.47,D,April
4/15/2013,67.6045,486.7894737,ONG,73.52,D,April
4/16/2013,69.951,486.9789474,ONG,73.58,D,April
4/17/2013,67.50563636,487.2421053,ONG,73.7,D,April
4/18/2013,66.89181818,489,ONG,73.9,D,April
4/19/2013,66.56,491.0421053,ONG,74.15,D,April
4/22/2013,64.746,491.2613636,ONG,75.16,D,April
4/23/2013,67.08266667,491.0128205,ONG,75.53,D,April
4/24/2013,67.10725,491.0315789,ONG,75.92,D,April
4/25/2013,66.60822222,490.95,ONG,76.14,D,April
4/26/2013,65.85909091,491.6421053,ONG,76.24,D,April
4/27/2013,65.49675,492.1086957,ONG,76.25,D,April
4/28/2013,65.42475,491.7368421,ONG,76.15,D,April
4/29/2013,65.82577778,491.0215054,ONG,76.09,D,April
4/30/2013,66.9846,491,ONG,76.02,D,April
5/1/2013,68.35909091,491.3052632,ONG,75.97,D,May
5/2/2013,67.36666667,502.0631579,ONG,75.95,D,May
5/3/2013,67.24266667,496.2461538,ONG,76.03,D,May
5/8/2013,64.3014,493.9310345,ONG,76.36,D,May
5/9/2013,63.55266667,496.6170213,ONG,76.29,D,May
5/10/2013,71.81,496.09375,ONG,76.19,D,May
5/11/2013,66.76366667,496.1354167,ONG,76.1,D,May
5/15/2013,67.37133333,494.8308824,ONG,76.04,D,May
5/16/2013,64.835,495.5416667,ONG,76.14,D,May
5/17/2013,64.12871429,495.875,ONG,76.18,D,May
5/23/2013,66.7305,497.127907,ONG,76.39,D,May
5/24/2013,68.01,498.2083333,ONG,76.45,D,May
5/25/2013,67.51618182,497.71875,ONG,76.52,D,May
5/27/2013,67.41011111,497.2395833,ONG,76.62,D,May
5/28/2013,67.65863636,497.6770833,ONG,76.64,D,May
5/29/2013,67.59108333,497.59375,ONG,76.63,D,May
5/30/2013,68.09071429,495.8214286,ONG,76.58,D,May
5/31/2013,68.290875,493.8333333,ONG,76.52,D,May
6/1/2013,67.79375,494.3229167,ONG,76.58,D,June
6/2/2013,66.62763636,494.606383,ONG,76.69,D,June
6/3/2013,64.814,495.7083333,ONG,76.9,D,June
6/4/2013,63.306,495.7191011,ONG,77.1,D,June
6/8/2013,63.33766667,495.1770833,ONG,77.78,D,June
6/9/2013,62.9194,497.4895833,ONG,77.91,D,June
6/11/2013,68.46475,498.5058824,ONG,78.08,D,June
6/12/2013,68.42111111,495.46875,ONG,78.19,D,June
6/14/2013,68.3354,496.7395833,ONG,78.29,D,June
6/15/2013,68.567,496.7978723,ONG,78.44,D,June
6/17/2013,68.72,496.8043478,ONG,78.65,D,June
6/18/2013,69.17433333,496.3333333,ONG,78.74,D,June
6/19/2013,68.4096,496.4166667,ONG,78.72,D,June
6/20/2013,68.04214286,496.1666667,ONG,78.88,D,June
6/21/2013,68.228,495.4574468,ONG,78.99,D,June
6/22/2013,68.4555,495.0625,ONG,79,D,June
7/1/2013,67.197,497.9883721,ONG,78.7,D,July
7/2/2013,70.603,500.6875,ONG,78.94,D,July
7/4/2013,49.5175,370.46875,ONG,79.55,D,July
7/5/2013,46.365875,470.8125,ONG,79.88,D,July
7/6/2013,59.80466667,503.4375,ONG,80.1,D,July
7/7/2013,62.70925,436.8645833,ONG,80.25,D,July
7/8/2013,62.8502,460.3617021,ONG,80.61,D,July
7/9/2013,66.50842857,501.0963855,ONG,80.8,D,July
7/10/2013,66.05866667,403.28125,ONG,81.03,D,July
7/11/2013,62.4288,442.3297872,ONG,81.19,D,July
7/12/2013,66.5595,500.0530973,ONG,81.36,D,July
7/13/2013,66.50090909,505.6666667,ONG,81.49,D,July
7/14/2013,61.02291667,451.7291667,ONG,81.64,D,July
7/15/2013,52.50925,449.7395833,ONG,81.81,D,July
7/16/2013,64.437,506.9270833,ONG,81.97,D,July
7/17/2013,61.58811111,451.0481928,ONG,82.02,D,July
7/19/2013,73.5625,503.0625,ONG,82.13,D,July
7/20/2013,74.2085,505.7083333,ONG,82.23,D,July
7/27/2013,74.48071429,507.34375,ONG,82.58,D,July
7/28/2013,74.782875,510.6354167,ONG,82.57,D,July
7/29/2013,74.47090909,509.4583333,ONG,82.66,D,July
7/30/2013,74.26888889,509.0416667,ONG,82.69,D,July
7/31/2013,74.22114286,508.1666667,ONG,82.82,D,July
8/1/2013,74.41281818,475.5425532,ONG,82.9,D,August
8/2/2013,74.74383333,454.5625,ONG,82.88,D,August
8/3/2013,72.46190909,487.4479167,ONG,82.84,D,August
8/4/2013,70.71191667,509.3333333,ONG,82.83,D,August
8/5/2013,70.02816667,509.375,ONG,82.92,D,August
8/6/2013,69.3,508.85,ONG,83.01,D,August
8/7/2013,73.389,499.2083333,ONG,83.12,D,August
8/13/2013,96.113,509.4050633,ONG,83.47,D,August
8/14/2013,98.015,521.2604167,ONG,83.4,D,August
8/15/2013,99.79683333,524.7291667,ONG,83.37,D,August
8/16/2013,100.084,521.3645833,ONG,83.42,D,August
8/17/2013,99.92991667,516.34375,ONG,83.46,D,August
8/18/2013,99.3732,511.3229167,ONG,83.53,D,August
8/19/2013,96.296,503.3020833,ONG,83.72,D,August
8/21/2013,90.62266667,489.2375,ONG,84.19,D,August
8/22/2013,89.59141667,485.5520833,ONG,84.29,D,August
8/23/2013,88.5913,483.875,ONG,84.39,D,August
8/24/2013,87.92433333,484.0208333,ONG,84.48,D,August
8/27/2013,93.201,514.5232558,ONG,84.58,D,August
8/28/2013,89.0898,529.71875,ONG,84.67,D,August
8/30/2013,102.376,535.815534,ONG,84.51,D,August
8/31/2013,105.6832727,541.03125,ONG,84.47,D,August
9/1/2013,104.9429167,542.4895833,ONG,84.49,D,September
9/2/2013,104.6671818,545.40625,ONG,84.51,D,September
9/3/2013,103.6764,547.21875,ONG,84.4,D,September
9/4/2013,99.879,552.6145833,ONG,84.3,D,September
9/6/2013,102.261875,573.8170732,ONG,84.05,D,September
9/7/2013,96.0235,581.5729167,ONG,83.98,D,September
9/8/2013,89.13,589.0416667,ONG,83.89,D,September
9/12/2013,119.0338,579.6419753,ONG,83.53,D,September
9/13/2013,119.1550833,543.3229167,ONG,83.47,D,September
9/14/2013,98.49963636,532.25,ONG,83.35,D,September
9/15/2013,90.24458333,524.375,ONG,83.22,D,September
9/16/2013,88.562,525.3854167,ONG,83.12,D,September
9/17/2013,90.04509091,529.0520833,ONG,83.1,D,September
9/18/2013,98.29533333,551.8229167,ONG,83.11,D,September
9/19/2013,105.6374545,568.4791667,ONG,83.26,D,September
9/20/2013,105.9089167,571.09375,ONG,83.57,D,September
9/21/2013,96.80358333,543.1666667,ONG,83.5,D,September
9/22/2013,111.2707778,583.125,ONG,83.37,D,September
9/23/2013,120.5074,574.2083333,ONG,83.37,D,September
10/15/2013,98.2185,527.6125,ONG,85.88,C,October
10/16/2013,97.517,541.65625,ONG,85.99,C,October
10/21/2013,115.4895,535.8229167,ONG,87.02,C,October
10/22/2013,108.4569091,534.1041667,ONG,87.15,C,October
10/23/2013,100.9262727,534.90625,ONG,87.22,C,October
10/24/2013,106.1515455,553.84,ONG,87.13,C,October
10/25/2013,106.3643636,538.1666667,ONG,86.94,C,October
10/26/2013,103.73825,535.8333333,ONG,86.75,C,October
10/27/2013,103.8353636,536.3645833,ONG,86.74,C,October
10/28/2013,103.0393333,533.28125,ONG,86.41,C,October
10/29/2013,103.5387,531.4479167,ONG,86.08,C,October
10/30/2013,100.1097,530.3645833,ONG,85.89,C,October
10/31/2013,101.1927,535.6162791,ONG,85.91,C,October
11/1/2013,108.9777,536.65625,ONG,85.78,C,November
11/2/2013,107.8005,535.3020833,ONG,85.73,C,November
11/3/2013,103.728,538.8229167,ONG,85.55,C,November
11/6/2013,96.465,518.3617021,ONG,85.76,C,November
11/10/2013,89.45185714,498.2708333,ONG,86.34,C,November
11/11/2013,87.52841667,504.6145833,ONG,86.36,C,November
11/12/2013,93.00781818,513.65625,ONG,86.48,C,November
11/13/2013,94.43875,516.2708333,ONG,86.65,C,November
11/14/2013,95.605625,517.8235294,ONG,86.84,C,November
11/15/2013,96.33208333,542.7708333,ONG,86.97,C,November
11/16/2013,99.46754545,547.7916667,ONG,87.07,C,November
11/17/2013,97.32375,543.03125,ONG,87.14,C,November
11/20/2013,101.7871667,552.53125,ONG,86.45,C,November
11/21/2013,106.6965455,553.21875,ONG,85.77,C,November
11/22/2013,114.7555833,550.9791667,ONG,85.1,C,November
11/23/2013,108.5369091,549.25,ONG,84.5,C,November
11/24/2013,106.5025,547.4583333,ONG,84.03,C,November
11/25/2013,105.92125,545.7395833,ONG,83.93,C,November
11/26/2013,107.5604444,549.4022989,ONG,83.92,C,November
11/27/2013,98.5544,555.03125,ONG,83.93,C,November
11/28/2013,100.1630909,565.1145833,ONG,84.01,C,November
11/29/2013,109.2529,558.8125,ONG,84.06,C,November
11/30/2013,114.0249091,554.9166667,ONG,84.14,C,November
12/1/2013,107.9115,559.8020833,ONG,84.22,C,December
12/2/2013,116.3665,569.9375,ONG,84.32,C,December
12/3/2013,106.7163636,591.6875,ONG,84.4,C,December
12/4/2013,108.2766667,583.4479167,ONG,84.39,C,December
12/5/2013,111.8555714,601.4588235,ONG,84.42,C,December
12/6/2013,115.8234545,619.7291667,ONG,84.26,C,December
12/7/2013,113.4656667,624.5376344,ONG,84.03,C,December
12/8/2013,109.3595455,631.3125,ONG,83.77,C,December
12/9/2013,103.48,609.0520833,ONG,83.54,C,December
12/10/2013,96.47491667,576.1666667,ONG,83.36,C,December
12/11/2013,96.94581818,619.4375,ONG,83.4,C,December
12/12/2013,102.8019091,628.4186047,ONG,83.52,C,December
12/13/2013,107.4883636,650.78125,ONG,83.69,C,December
12/14/2013,107.9044545,653.90625,ONG,83.84,C,December
12/15/2013,106.9903636,660.3854167,ONG,83.99,C,December
12/19/2013,126.1435,696.8117647,ONG,84.56,C,December
12/20/2013,118.0106667,689.9270833,ONG,84.71,C,December
12/21/2013,117.7082222,694.4895833,ONG,84.8,C,December
12/22/2013,115.60175,696.9166667,ONG,84.85,C,December
12/26/2013,126.2018,710.96,ONG,85.08,C,December
12/27/2013,123.5635,701.2291667,ONG,85.17,C,December
12/28/2013,114.8843333,705.9479167,ONG,85.22,C,December
12/31/2013,126.2715,717.6666667,ONG,85.33,C,December
1/1/2014,132.4359,723.84375,ONG,85.28,C,January
1/2/2014,133.7497778,729.9565217,ONG,85.22,C,January
1/3/2014,135.582125,724.9787234,ONG,85.18,C,January
1/4/2014,125.8191818,722.2708333,ONG,85.12,C,January
1/5/2014,132.2004,734.1789474,ONG,85.04,C,January
1/6/2014,139.081,739.4631579,ONG,84.96,C,January
1/7/2014,131.58,734.5416667,ONG,84.92,C,January
1/8/2014,125.5686667,724.7349398,ONG,84.91,C,January
1/9/2014,121.33325,731.4166667,ONG,84.91,C,January
1/15/2014,118.7295,724.8470588,ONG,85.32,C,January
1/16/2014,121.8844286,731.7083333,ONG,85.4,C,January
1/22/2014,126.9073333,703.875,ONG,85.81,C,January
1/23/2014,120.4567273,707.212766,ONG,85.83,C,January
1/24/2014,127.2755,710.625,ONG,85.83,C,January
1/25/2014,125.6320909,711.6979167,ONG,85.85,C,January
1/26/2014,119.2933333,712.5104167,ONG,85.87,C,January
1/27/2014,118.7292727,717.6770833,ONG,85.84,C,January
1/28/2014,116.4488182,720.1875,ONG,85.76,C,January
1/29/2014,118.6607,657.2916667,ONG,85.67,C,January
1/30/2014,98.15666667,605.8795181,ONG,85.51,C,January
1/31/2014,95.2753,578.125,ONG,85.25,C,January
2/1/2014,99.462,594.8020833,ONG,84.98,C,February
2/2/2014,95.006375,588.6354167,ONG,84.66,C,February
2/3/2014,97.799625,585.8229167,ONG,84.37,C,February
2/7/2014,103.1536667,650.2235294,ONG,83.06,C,February
2/8/2014,107.1346,610.7234043,ONG,82.48,C,February
2/9/2014,106.29075,576.6145833,ONG,81.62,C,February
2/10/2014,92.49636364,595.5862069,ONG,80.65,C,February
2/11/2014,98.83390909,671.9270833,ONG,79.76,C,February
2/12/2014,118.5,699.3658537,ONG,78.99,C,February
3/1/2014,115.193,655.9166667,ONG,78.8,C,March
3/19/2014,145.294125,720.34375,ONG,76.4,C,March
3/20/2014,138.9135,718.0235294,ONG,77.04,C,March
3/21/2014,144.02175,703.3958333,ONG,77.48,C,March
3/22/2014,143.4344167,681.625,ONG,77.83,C,March
3/23/2014,136.7869091,682.1041667,ONG,78.1,C,March
3/24/2014,139.0707,673.03125,ONG,78.36,C,March
3/25/2014,124.5643636,668.625,ONG,78.76,C,March
3/26/2014,132.6655,669.3333333,ONG,78.94,C,March
3/27/2014,131.9365,668.575,ONG,78.96,C,March
3/28/2014,125.8006,666.1666667,ONG,78.99,C,March
3/29/2014,123.4977273,662.9375,ONG,78.74,C,March
3/30/2014,126.3595833,668.71875,ONG,78.43,C,March
3/31/2014,118.976,668.9375,ONG,78.06,C,March
4/1/2014,109.2681429,665.3645833,ONG,77.49,C,April
4/2/2014,104.7228889,676.1145833,ONG,76.96,C,April
4/3/2014,114.9031667,692.9506173,ONG,76.61,C,April
4/4/2014,91.58258333,658.0416667,ONG,76.33,C,April
4/5/2014,89.57191667,622.75,ONG,76.19,C,April
4/6/2014,96.80575,602.6041667,ONG,76.35,C,April
4/8/2014,95.624,588.1851852,ONG,77.12,C,April
4/9/2014,95.78109091,584.0104167,ONG,77.59,C,April
4/10/2014,93.981,597.9375,ONG,78.11,C,April
4/11/2014,97.01216667,591.1354167,ONG,78.7,C,April
4/12/2014,97.39254545,571.3333333,ONG,79.26,C,April
4/13/2014,97.76075,564.59375,ONG,79.61,C,April
4/14/2014,95.69616667,557.0729167,ONG,79.99,C,April
4/15/2014,97.69608333,558.9791667,ONG,80.18,C,April
4/16/2014,96.584375,561.0526316,ONG,80.48,C,April
4/17/2014,89.87566667,559.9548872,ONG,80.6,C,April
4/18/2014,89.902,564.71875,ONG,80.75,C,April
4/21/2014,87.797875,577.4375,ONG,81.03,C,April
4/22/2014,82.55971429,583.6145833,ONG,81.12,C,April
4/23/2014,87.63916667,588.90625,ONG,81.16,C,April
4/24/2014,92.32875,586.1566265,ONG,81.31,C,April
4/25/2014,115.590375,618.75,ONG,81.13,C,April
4/26/2014,99.93754545,602.3333333,ONG,80.95,C,April
4/27/2014,91.64675,561.2604167,ONG,80.77,C,April
4/28/2014,85.19285714,577.125,ONG,80.6,C,April
4/29/2014,89.21428571,554.1770833,ONG,80.49,C,April
4/30/2014,81.77316667,528.15625,ONG,80.81,C,April
5/1/2014,77.52916667,514,ONG,81.12,C,May
5/2/2014,90.71845455,572.1458333,ONG,81.54,C,May
5/3/2014,113.7245833,627.8958333,ONG,82.03,C,May
5/4/2014,83.76166667,524.78125,ONG,82.38,C,May
5/5/2014,83.7938,522.1041667,ONG,82.51,C,May
5/6/2014,101.019,609.7708333,ONG,82.64,C,May
5/7/2014,121.85925,640.9791667,ONG,82.83,C,May
5/9/2014,120.9516,643.03125,ONG,83.29,C,May
5/10/2014,122.8473636,643,ONG,83.39,C,May
5/11/2014,129.249,627.9791667,ONG,83.47,C,May
5/12/2014,121.2787143,632.8958333,ONG,83.58,C,May
5/13/2014,124.6675,640.2083333,ONG,83.73,C,May
5/14/2014,120.5407143,641.5862069,ONG,83.93,C,May
5/15/2014,119.397,641.3473684,ONG,84.2,C,May
5/16/2014,123.0334,637.8085106,ONG,84.45,C,May
5/21/2014,135.4318,642.525,ONG,85.04,C,May
5/22/2014,131.373,643.9375,ONG,85.16,C,May
5/27/2014,120.76,642.7142857,ONG,85.72,C,May
5/28/2014,128.120375,644.6145833,ONG,85.74,C,May
5/29/2014,120.555875,644.2637363,ONG,85.77,C,May
5/30/2014,121.4045,644.0104167,ONG,85.81,C,May
6/2/2014,132.20475,646.6216216,ONG,85.92,C,June
6/3/2014,133.5132727,649.4736842,ONG,85.83,C,June
6/4/2014,126.3803333,649.9270833,ONG,85.76,C,June
6/5/2014,127.0251818,650.5322581,ONG,85.7,C,June
6/13/2014,128.9676,652.2234043,ONG,85.52,C,June
6/16/2014,130.27725,651.7333333,ONG,85.36,C,June
6/23/2014,134.8525,653.6046512,ONG,84.48,C,June
6/24/2014,129.0110909,653.877551,ONG,84.4,C,June
6/26/2014,127.3396667,652.4245473,ONG,84.13,C,June
6/27/2014,130.21975,654.5897436,ONG,84,C,June
7/7/2014,142.5982,658.2727273,ONG,85.09,C,July
7/8/2014,129.2432,658.1666667,ONG,85.27,C,July
7/29/2014,141.2183333,663.325,ONG,86.23,C,July
7/30/2014,134.126,664.3877551,ONG,86.42,C,July
7/31/2014,134.523,664.3333333,ONG,86.61,C,July
8/13/2014,132.8514,662.9880952,ONG,87.85,C,August
8/14/2014,131.6556364,661.2708333,ONG,88.15,C,August
8/15/2014,133.1185,664.0520833,ONG,88.19,C,August
8/20/2014,132.96375,667.6829268,ONG,88.86,C,August
8/21/2014,123.6899091,668.8020833,ONG,88.78,C,August
8/22/2014,128.4874545,667.4791667,ONG,88.85,C,August
8/23/2014,131.5921818,665.65625,ONG,88.84,C,August
8/24/2014,130.7387273,663.2604167,ONG,88.75,C,August
8/25/2014,131.3412,659.0416667,ONG,88.71,C,August
8/26/2014,131.5315,662.2916667,ONG,88.74,C,August
8/27/2014,131.4907,666.59375,ONG,88.75,C,August
8/28/2014,125.908,663.84375,ONG,88.83,C,August
8/29/2014,126.0444,666.345679,ONG,88.9,C,August
8/30/2014,131.3428182,663.3645833,ONG,88.82,C,August
8/31/2014,136.3058333,635.7291667,ONG,88.88,C,August
9/1/2014,132.5874444,615.7083333,ONG,88.96,C,September
9/2/2014,134.5716667,614.9894737,ONG,89.01,C,September
9/3/2014,135.6164545,611.21875,ONG,89.04,C,September
9/4/2014,138.0685455,601.9277108,ONG,88.96,C,September
9/5/2014,127.65,597.9375,ONG,88.76,C,September
9/6/2014,133.10375,600.5520833,ONG,88.82,C,September
9/7/2014,122.9430909,590.6458333,ONG,89.01,C,September
9/8/2014,129.2665833,591.90625,ONG,88.81,C,September
9/9/2014,132.3085455,595.3229167,ONG,88.65,C,September
9/10/2014,142.7124444,609.8899083,ONG,88.84,C,September
9/11/2014,131.9000909,589.0833333,ONG,88.75,C,September
9/12/2014,131.11,587.2083333,ONG,88.87,C,September
9/15/2014,136.7675,589.4791667,ONG,89.74,C,September
9/16/2014,133.9974,587.09375,ONG,89.85,C,September
9/17/2014,135.4466,586.7647059,ONG,89.91,C,September
9/18/2014,135.5195833,585.1145833,ONG,89.87,C,September
9/19/2014,137.1314545,579.2604167,ONG,89.92,C,September
9/20/2014,137.2348333,577.9270833,ONG,90.02,C,September
9/21/2014,137.1036364,583.625,ONG,90.1,C,September
9/22/2014,140.3583636,586,ONG,90.1,C,September
9/26/2014,140.6557143,586.1875,ONG,89.99,C,September
9/27/2014,135.9295455,583.5104167,ONG,89.91,C,September
9/28/2014,136.225,583.65625,ONG,89.84,C,September
9/29/2014,138.7516667,580.8854167,ONG,89.88,C,September
9/30/2014,137.4191429,579.3263158,ONG,90.32,C,September
10/1/2014,139.277125,580.9764706,ONG,90.21,C,October
10/2/2014,135.504,612.3854167,ONG,90.14,C,October
10/3/2014,130.044,635.7604167,ONG,89.96,C,October
10/4/2014,135.16775,653.8854167,ONG,89.78,C,October
10/5/2014,140.6438182,649.3333333,ONG,89.58,C,October
10/6/2014,136.9963333,653.75,ONG,89.41,C,October
10/7/2014,139.769,659.96875,ONG,89.26,C,October
10/8/2014,140.69225,662.402439,ONG,89.04,C,October
10/9/2014,142.0891111,662.6875,ONG,88.79,C,October
10/10/2014,138.191,661.1041667,ONG,88.63,C,October
10/11/2014,141.909,662.1979167,ONG,88.57,C,October
10/23/2014,130.70275,661.9791667,ONG,87.84,C,October
10/24/2014,136.7653333,662.2291667,ONG,87.67,C,October
10/25/2014,138.1624,663.0947368,ONG,87.55,C,October
10/26/2014,139.7099091,661.8229167,ONG,87.3,C,October
10/27/2014,146.1374286,660.03125,ONG,86.92,C,October
10/28/2014,139.5765,663.9894737,ONG,86.64,C,October
10/29/2014,136.361,658.4375,ONG,86.34,C,October
10/30/2014,136.6456667,657.2291667,ONG,86.16,C,October
10/31/2014,136.5205,641.6774194,ONG,85.76,C,October
11/1/2014,140.8105455,635.59375,ONG,85.41,C,November
11/2/2014,137.2117273,644.0729167,ONG,85.03,C,November
11/3/2014,131.9408182,643.625,ONG,84.7,C,November
11/4/2014,134.5173333,637.1354167,ONG,84.36,C,November
11/5/2014,134.2844545,632.5,ONG,84.18,C,November
11/6/2014,131.547375,622.7786885,ONG,84.06,C,November
11/12/2014,144.15975,627.9927007,ONG,84.02,C,November
11/13/2014,140.3299091,627.8958333,ONG,83.89,C,November
11/14/2014,137.353,633.49,ONG,83.88,C,November
11/15/2014,142.949,650.4583333,ONG,83.79,C,November
11/18/2014,146.0365455,647.0625,ONG,84.08,C,November
11/25/2014,126.3733333,663.5888889,ONG,84.48,C,November
11/26/2014,144.6261818,674.8645833,ONG,84.64,C,November
12/13/2014,137.2524286,614.4375,ONG,76.45,C,December
12/14/2014,140.7700833,615.90625,ONG,75.4,C,December
12/15/2014,138.7373571,635.59375,ONG,74.31,C,December
12/16/2014,136.22875,657.09375,ONG,73.33,C,December
12/17/2014,138.183,660.6117647,ONG,72.43,C,December
12/18/2014,138.0266667,666.9583333,ONG,71.6,C,December
12/19/2014,143.686,674.21875,ONG,70.79,C,December
12/20/2014,135.4887273,662.2604167,ONG,70.02,C,December
12/21/2014,134.1295,662.21875,ONG,69.33,C,December
12/22/2014,136.4478182,666.0625,ONG,68.69,C,December
12/23/2014,136.7945,676.1145833,ONG,68.1,C,December
12/24/2014,139.2015455,686.0416667,ONG,67.6,C,December
12/25/2014,140.4093636,694.375,ONG,67.23,C,December
12/26/2014,139.1976364,707.375,ONG,66.98,C,December
12/27/2014,134.9525833,714.8125,ONG,66.82,C,December
12/28/2014,132.9674545,728.4895833,ONG,66.75,C,December
12/31/2014,131.1190909,741.28125,ONG,67.18,C,December
1/7/2015,117.2878571,694.46875,ONG,70.93,C,January
1/8/2015,106.3555455,643.78125,ONG,71.59,C,January
1/9/2015,100.1654545,623.78125,ONG,72.16,C,January
1/10/2015,97.04683333,605.125,ONG,72.71,C,January
1/11/2015,91.45963636,593.75,ONG,73.33,C,January
1/12/2015,91.0089,595.96875,ONG,73.87,C,January
1/13/2015,88.7835,578.6354167,ONG,74.4,C,January
1/14/2015,87.69390909,576.5104167,ONG,74.98,C,January
1/15/2015,88.1585,575.6117647,ONG,75.59,C,January
1/16/2015,86.25166667,582.0104167,ONG,76.14,C,January
1/17/2015,88.32772727,598.3229167,ONG,76.62,C,January
1/18/2015,91.296,615.4375,ONG,77.11,C,January
1/19/2015,89.47363636,602.2916667,ONG,77.5,C,January
1/20/2015,86.11236364,586.1875,ONG,77.9,C,January
1/22/2015,91.6952,620.3,ONG,78.56,C,January
1/23/2015,81.99283333,577.9895833,ONG,78.95,C,January
1/24/2015,79.89290909,568.3958333,ONG,79.28,C,January
1/25/2015,86.05008333,607.2083333,ONG,79.58,C,January
1/26/2015,85.249,598.21875,ONG,79.85,C,January
1/27/2015,82.63288889,568.4166667,ONG,79.98,C,January
1/28/2015,76.271,554.2083333,ONG,80.19,C,January
1/29/2015,77.254,564.9285714,ONG,80.4,C,January
2/6/2015,77.684,572.8229167,ONG,80.81,C,February
2/7/2015,85.78033333,602.9375,ONG,80.27,C,February
2/8/2015,82.70618182,571.8333333,ONG,79.47,C,February
2/9/2015,82.65608333,573.25,ONG,78.41,C,February
2/10/2015,75.04709091,551.875,ONG,77.4,C,February
2/11/2015,77.988,534.7979798,ONG,76.49,C,February
2/12/2015,74.56918182,557.0520833,ONG,75.7,C,February
